Soil Moisture,Temperature,Time,Wind speed (Km/h),Air humidity (%),rainfall,Soil Type,Crop Type,Irrigation_Needed
44,45,24,9.53,61.31,94.86762427,0,1,0
11,38,28,9.53,61.31,94.86762427,0,1,1
20,27,96,9.53,61.31,94.86762427,1,3,1
45,0,40,9.53,61.31,94.86762427,0,0,0
62,11,82,9.53,61.31,94.86762427,3,4,0
55,23,3,9.53,61.31,94.86762427,3,0,0
8,26,91,9.53,61.31,94.86762427,1,2,1
3,17,75,9.53,61.31,94.86762427,2,0,0
24,30,88,9.53,61.31,94.86762427,2,1,1
27,26,59,9.53,61.31,94.86762427,3,2,1
2,30,85,9.53,61.31,94.86762427,3,0,1
55,25,9,9.53,61.31,94.86762427,1,2,0
42,37,53,9.53,61.31,94.86762427,2,4,0
69,45,36,9.53,61.31,94.86762427,2,0,0
85,8,87,9.53,61.31,94.86762427,0,1,0
76,34,92,9.53,61.31,94.86762427,0,2,0
8,23,74,9.53,61.31,94.86762427,0,3,1
52,7,66,9.53,61.31,94.86762427,1,2,0
35,27,48,9.53,61.31,94.86762427,3,3,1
10,43,63,9.53,61.31,94.86762427,1,1,1
25,41,23,9.53,61.31,94.86762427,2,4,1
23,44,91,9.53,61.31,94.86762427,3,3,1
19,6,91,9.53,61.31,94.86762427,0,4,0
24,4,50,9.53,61.31,94.86762427,1,2,0
70,1,86,9.53,61.31,94.86762427,1,1,0
75,35,1,9.53,61.31,94.86762427,0,3,0
65,41,28,9.53,61.31,94.86762427,1,2,0
78,6,96,9.53,61.31,94.86762427,0,0,0
67,29,92,9.53,61.31,94.86762427,2,2,0
61,41,5,9.53,61.31,94.86762427,3,4,0
36,2,40,9.53,61.31,94.86762427,2,1,0
20,12,83,9.53,61.31,94.86762427,2,1,0
24,4,90,9.53,61.31,94.86762427,0,2,0
14,44,95,9.53,61.31,94.86762427,1,0,1
21,27,92,9.53,61.31,94.86762427,2,4,1
40,12,79,9.53,61.31,94.86762427,2,2,0
30,12,73,9.53,61.31,94.86762427,2,2,0
87,33,13,9.53,61.31,94.86762427,1,1,0
47,35,15,9.53,61.31,94.86762427,1,4,0
73,18,21,9.53,61.31,94.86762427,0,0,0
85,20,103,9.53,61.31,94.86762427,2,1,0
63,17,9,9.53,61.31,94.86762427,3,2,0
62,37,98,9.53,61.31,94.86762427,1,1,0
71,42,78,9.53,61.31,94.86762427,0,1,0
42,33,76,9.53,61.31,94.86762427,2,3,0
12,11,28,9.53,61.31,94.86762427,3,1,0
69,38,92,9.53,61.31,94.86762427,1,1,0
82,3,22,9.53,61.31,94.86762427,3,4,0
42,25,101,9.53,61.31,94.86762427,1,1,0
22,7,99,9.53,61.31,94.86762427,0,0,0
83,38,31,9.53,61.31,94.86762427,3,2,0
41,30,77,9.53,61.31,94.86762427,2,4,0
51,27,30,9.53,61.31,94.86762427,2,1,0
28,40,67,9.53,61.31,94.86762427,1,0,1
55,17,34,9.53,61.31,94.86762427,2,2,0
24,44,15,9.53,61.31,94.86762427,3,4,1
76,43,69,9.53,61.31,94.86762427,0,0,0
31,25,110,9.53,61.31,94.86762427,1,1,1
9,21,81,9.53,61.31,94.86762427,3,3,1
53,1,77,9.53,61.31,94.86762427,1,3,0
10,7,74,9.53,61.31,94.86762427,0,4,0
4,4,36,9.53,61.31,94.86762427,1,0,0
16,6,110,9.53,61.31,94.86762427,2,2,0
32,9,32,9.53,61.31,94.86762427,2,0,0
88,15,62,9.53,61.31,94.86762427,1,3,0
50,17,16,9.53,61.31,94.86762427,0,4,0
7,13,47,9.53,61.31,94.86762427,0,1,0
20,45,65,9.53,61.31,94.86762427,2,0,1
67,43,68,9.53,61.31,94.86762427,0,3,0
12,32,104,9.53,61.31,94.86762427,1,2,1
32,29,102,9.53,61.31,94.86762427,3,4,1
51,12,107,9.53,61.31,94.86762427,1,1,0
59,10,56,9.53,61.31,94.86762427,2,0,0
10,25,29,9.53,61.31,94.86762427,2,2,1
8,40,93,9.53,61.31,94.86762427,2,1,1
44,21,59,9.53,61.31,94.86762427,0,3,0
23,28,21,9.53,61.31,94.86762427,1,3,1
65,30,20,9.53,61.31,94.86762427,3,2,0
85,18,51,9.53,61.31,94.86762427,1,3,0
61,19,19,9.53,61.31,94.86762427,3,4,0
35,37,101,9.53,61.31,94.86762427,1,2,1
46,45,88,9.53,61.31,94.86762427,2,3,0
51,0,89,9.53,61.31,94.86762427,3,0,0
26,17,49,9.53,61.31,94.86762427,1,3,0
38,36,22,9.53,61.31,94.86762427,0,4,1
72,29,60,9.53,61.31,94.86762427,0,1,0
90,2,44,9.53,61.31,94.86762427,1,1,0
61,41,49,9.53,61.31,94.86762427,2,3,0
84,40,17,9.53,61.31,94.86762427,3,1,0
39,12,4,9.53,61.31,94.86762427,1,3,0
58,1,34,9.53,61.31,94.86762427,0,4,0
88,31,93,9.53,61.31,94.86762427,3,1,0
20,28,73,9.53,61.31,94.86762427,0,0,1
88,43,55,9.53,61.31,94.86762427,0,3,0
33,3,38,9.53,61.31,94.86762427,1,1,0
73,19,104,9.53,61.31,94.86762427,0,4,0
60,14,13,9.53,61.31,94.86762427,3,4,0
4,3,36,9.53,61.31,94.86762427,2,0,0
72,1,78,9.53,61.31,94.86762427,1,4,0
33,44,105,9.53,61.31,94.86762427,3,4,1
24,16,2,9.53,61.31,94.86762427,1,1,0
80,8,56,9.53,61.31,94.86762427,0,3,0
4,19,76,9.53,61.31,94.86762427,3,4,0
8,10,49,9.53,61.31,94.86762427,3,4,0
89,6,25,9.53,61.31,94.86762427,2,2,0
37,6,99,9.53,61.31,94.86762427,3,4,0
49,13,79,9.53,61.31,94.86762427,3,1,0
70,27,49,9.53,61.31,94.86762427,1,1,0
83,1,39,9.53,61.31,94.86762427,0,2,0
27,33,79,9.53,61.31,94.86762427,3,4,1
68,34,96,9.53,61.31,94.86762427,2,4,0
13,41,18,9.53,61.31,94.86762427,3,3,1
79,21,107,9.53,61.31,94.86762427,0,4,0
6,1,58,9.53,61.31,94.86762427,3,1,0
17,41,69,9.53,61.31,94.86762427,1,0,1
5,11,29,9.53,61.31,94.86762427,0,0,0
28,34,33,9.53,61.31,94.86762427,3,0,1
70,33,56,9.53,61.31,94.86762427,1,0,0
50,44,108,9.53,61.31,94.86762427,0,4,0
53,23,27,9.53,61.31,94.86762427,3,4,0
87,0,42,9.53,61.31,94.86762427,1,3,0
52,22,31,9.53,61.31,94.86762427,2,4,0
19,27,104,9.53,61.31,94.86762427,1,0,1
33,23,63,9.53,61.31,94.86762427,2,2,1
32,8,7,9.53,61.31,94.86762427,3,2,0
42,44,60,9.53,61.31,94.86762427,1,1,0
24,30,31,9.53,61.31,94.86762427,2,1,1
74,30,53,9.53,61.31,94.86762427,0,4,0
52,11,38,9.53,61.31,94.86762427,1,2,0
75,22,41,9.53,61.31,94.86762427,3,0,0
47,17,86,9.53,61.31,94.86762427,0,0,0
54,33,1,9.53,61.31,94.86762427,2,0,0
89,19,64,9.53,61.31,94.86762427,1,4,0
66,40,22,9.53,61.31,94.86762427,1,4,0
75,44,73,9.53,61.31,94.86762427,3,3,0
1,9,75,9.53,61.31,94.86762427,0,0,0
54,35,66,9.53,61.31,94.86762427,1,0,0
58,35,2,9.53,61.31,94.86762427,1,4,0
50,2,75,9.53,61.31,94.86762427,0,4,0
5,33,27,9.53,61.31,94.86762427,1,3,1
7,7,23,9.53,61.31,94.86762427,0,3,0
18,42,26,9.53,61.31,94.86762427,0,1,1
63,15,73,9.53,61.31,94.86762427,0,2,0
39,37,98,9.53,61.31,94.86762427,3,0,1
17,27,80,9.53,61.31,94.86762427,0,0,1
45,37,51,9.53,61.31,94.86762427,0,3,0
59,12,20,9.53,61.31,94.86762427,2,3,0
49,36,54,9.53,61.31,94.86762427,2,1,0
15,35,43,9.53,61.31,94.86762427,3,2,1
27,5,4,9.53,61.31,94.86762427,0,1,0
35,1,67,9.53,61.31,94.86762427,2,2,0
24,16,34,9.53,61.31,94.86762427,2,0,0
60,43,31,9.53,61.31,94.86762427,1,1,0
79,27,99,9.53,61.31,94.86762427,0,3,0
32,33,29,9.53,61.31,94.86762427,2,1,1
37,38,32,9.53,61.31,94.86762427,3,1,1
73,43,13,9.53,61.31,94.86762427,1,0,0
22,29,57,9.53,61.31,94.86762427,1,3,1
79,25,34,9.53,61.31,94.86762427,0,3,0
80,13,76,9.53,61.31,94.86762427,0,4,0
57,42,75,9.53,61.31,94.86762427,1,4,0
52,38,95,9.53,61.31,94.86762427,3,4,0
56,25,24,9.53,61.31,94.86762427,0,0,0
21,43,44,9.53,61.31,94.86762427,0,1,1
69,33,5,9.53,61.31,94.86762427,1,3,0
7,28,60,9.53,61.31,94.86762427,1,3,1
68,13,34,9.53,61.31,94.86762427,0,1,0
74,45,97,9.53,61.31,94.86762427,2,3,0
88,0,108,9.53,61.31,94.86762427,0,1,0
15,42,47,9.53,61.31,94.86762427,2,0,1
65,40,104,9.53,61.31,94.86762427,1,0,0
30,20,79,9.53,61.31,94.86762427,2,0,0
52,25,38,9.53,61.31,94.86762427,3,1,0
50,7,17,9.53,61.31,94.86762427,1,1,0
28,20,73,9.53,61.31,94.86762427,0,2,0
37,19,63,9.53,61.31,94.86762427,0,3,0
4,7,30,9.53,61.31,94.86762427,1,3,0
53,44,28,9.53,61.31,94.86762427,1,2,0
2,34,41,9.53,61.31,94.86762427,3,2,1
41,43,13,9.53,61.31,94.86762427,1,0,0
63,36,95,9.53,61.31,94.86762427,0,2,0
85,7,75,9.53,61.31,94.86762427,3,1,0
33,26,87,9.53,61.31,94.86762427,0,4,1
58,1,101,9.53,61.31,94.86762427,2,1,0
51,10,14,9.53,61.31,94.86762427,1,2,0
28,38,49,9.53,61.31,94.86762427,2,3,1
72,27,51,9.53,61.31,94.86762427,0,1,0
10,43,73,9.53,61.31,94.86762427,2,3,1
86,11,69,9.53,61.31,94.86762427,2,1,0
17,36,95,9.53,61.31,94.86762427,0,3,1
84,18,7,9.53,61.31,94.86762427,0,1,0
89,9,88,9.53,61.31,94.86762427,1,3,0
54,19,52,9.53,61.31,94.86762427,2,4,0
37,41,46,9.53,61.31,94.86762427,3,0,1
4,10,28,9.53,61.31,94.86762427,3,1,0
82,36,19,9.53,61.31,94.86762427,0,4,0
33,27,106,9.53,61.31,94.86762427,0,0,1
38,8,39,9.53,61.31,94.86762427,2,1,0
37,27,24,9.53,61.31,94.86762427,0,4,1
19,29,100,9.53,61.31,94.86762427,3,4,1
85,7,0,9.53,61.31,94.86762427,1,4,0
51,23,37,9.53,61.31,94.86762427,1,2,0
62,33,61,9.53,61.31,94.86762427,2,3,0
39,38,87,9.53,61.31,94.86762427,1,0,1
88,0,53,9.53,61.31,94.86762427,0,3,0
70,16,108,9.53,61.31,94.86762427,0,3,0
9,22,76,9.53,61.31,94.86762427,0,3,1
76,14,54,9.53,61.31,94.86762427,0,4,0
34,41,29,9.53,61.31,94.86762427,2,3,1
1,3,5,9.53,61.31,94.86762427,1,2,0
61,7,2,9.53,61.31,94.86762427,3,1,0
45,26,81,9.53,61.31,94.86762427,1,4,0
66,21,65,9.53,61.31,94.86762427,0,0,0
77,26,56,9.53,61.31,94.86762427,3,1,0
34,1,59,9.53,61.31,94.86762427,2,1,0
46,41,64,9.53,61.31,94.86762427,0,1,0
17,9,1,9.53,61.31,94.86762427,0,3,0
7,8,45,9.53,61.31,94.86762427,3,3,0
50,25,74,9.53,61.31,94.86762427,2,4,0
30,20,90,9.53,61.31,94.86762427,3,3,0
26,33,77,9.53,61.31,94.86762427,2,3,1
5,40,29,9.53,61.31,94.86762427,0,3,1
57,19,70,9.53,61.31,94.86762427,1,4,0
70,0,56,9.53,61.31,94.86762427,0,4,0
29,29,12,9.53,61.31,94.86762427,1,2,1
71,22,6,9.53,61.31,94.86762427,1,2,0
64,10,8,9.53,61.31,94.86762427,2,2,0
21,3,10,9.53,61.31,94.86762427,3,2,0
89,37,53,9.53,61.31,94.86762427,2,1,0
61,33,43,9.53,61.31,94.86762427,0,1,0
85,22,60,9.53,61.31,94.86762427,3,2,0
89,37,86,9.53,61.31,94.86762427,1,2,0
61,24,98,9.53,61.31,94.86762427,1,0,0
56,40,15,9.53,61.31,94.86762427,0,1,0
57,26,6,9.53,61.31,94.86762427,3,0,0
30,39,72,9.53,61.31,94.86762427,0,0,1
52,19,22,9.53,61.31,94.86762427,0,3,0
58,42,85,9.53,61.31,94.86762427,2,4,0
45,30,94,9.53,61.31,94.86762427,0,1,0
29,6,99,9.53,61.31,94.86762427,3,2,0
25,5,28,9.53,61.31,94.86762427,0,2,0
69,11,21,9.53,61.31,94.86762427,3,4,0
48,32,103,9.53,61.31,94.86762427,1,1,0
5,42,94,9.53,61.31,94.86762427,0,2,1
25,4,46,9.53,61.31,94.86762427,3,2,0
56,17,10,9.53,61.31,94.86762427,1,3,0
25,10,91,9.53,61.31,94.86762427,3,0,0
48,42,98,9.53,61.31,94.86762427,1,2,0
43,28,42,9.53,61.31,94.86762427,2,1,0
38,42,90,9.53,61.31,94.86762427,0,4,1
5,10,9,9.53,61.31,94.86762427,0,3,0
42,7,66,9.53,61.31,94.86762427,1,1,0
31,19,25,9.53,61.31,94.86762427,2,3,0
8,0,34,9.53,61.31,94.86762427,3,0,0
19,29,16,9.53,61.31,94.86762427,2,2,1
46,3,22,9.53,61.31,94.86762427,3,1,0
85,12,94,9.53,61.31,94.86762427,3,4,0
70,14,56,9.53,61.31,94.86762427,0,0,0
85,28,64,9.53,61.31,94.86762427,1,0,0
90,3,74,9.53,61.31,94.86762427,0,3,0
26,29,50,9.53,61.31,94.86762427,0,0,1
16,21,38,9.53,61.31,94.86762427,0,1,1
38,41,19,9.53,61.31,94.86762427,3,3,1
23,13,9,9.53,61.31,94.86762427,0,0,0
85,36,5,9.53,61.31,94.86762427,3,4,0
61,32,95,9.53,61.31,94.86762427,1,1,0
69,35,106,9.53,61.31,94.86762427,1,2,0
2,26,68,9.53,61.31,94.86762427,0,2,1
37,43,63,9.53,61.31,94.86762427,1,1,1
56,3,83,9.53,61.31,94.86762427,1,3,0
23,41,81,9.53,61.31,94.86762427,0,0,1
30,24,79,9.53,61.31,94.86762427,0,0,1
5,0,109,9.53,61.31,94.86762427,1,3,0
28,28,92,9.53,61.31,94.86762427,1,1,1
65,19,66,9.53,61.31,94.86762427,0,1,0
11,12,65,9.53,61.31,94.86762427,3,1,0
64,11,2,9.53,61.31,94.86762427,0,0,0
15,32,72,9.53,61.31,94.86762427,1,2,1
15,4,29,9.53,61.31,94.86762427,1,1,0
85,18,67,9.53,61.31,94.86762427,1,0,0
65,37,91,9.53,61.31,94.86762427,0,0,0
54,36,109,9.53,61.31,94.86762427,1,2,0
42,4,90,9.53,61.31,94.86762427,3,3,0
54,18,50,9.53,61.31,94.86762427,2,3,0
74,10,74,9.53,61.31,94.86762427,3,1,0
68,5,0,9.53,61.31,94.86762427,0,1,0
73,29,74,9.53,61.31,94.86762427,1,2,0
24,22,4,9.53,61.31,94.86762427,0,1,1
16,13,14,9.53,61.31,94.86762427,2,2,0
86,22,51,9.53,61.31,94.86762427,0,0,0
79,0,106,9.53,61.31,94.86762427,1,1,0
48,25,22,9.53,61.31,94.86762427,2,0,0
13,11,2,9.53,61.31,94.86762427,2,4,0
27,6,64,9.53,61.31,94.86762427,1,2,0
14,25,27,9.53,61.31,94.86762427,1,4,1
53,15,104,9.53,61.31,94.86762427,1,1,0
39,9,61,9.53,61.31,94.86762427,0,0,0
60,44,31,9.53,61.31,94.86762427,3,1,0
2,7,3,9.53,61.31,94.86762427,0,4,0
33,32,33,9.53,61.31,94.86762427,0,1,1
75,13,38,9.53,61.31,94.86762427,3,3,0
3,32,41,9.53,61.31,94.86762427,1,4,1
33,35,90,9.53,61.31,94.86762427,1,1,1
39,45,25,9.53,61.31,94.86762427,3,0,1
48,21,99,9.53,61.31,94.86762427,3,1,0
58,4,7,9.53,61.31,94.86762427,0,0,0
25,40,46,9.53,61.31,94.86762427,2,3,1
45,3,15,9.53,61.31,94.86762427,3,1,0
25,9,85,9.53,61.31,94.86762427,0,3,0
34,27,84,9.53,61.31,94.86762427,2,4,1
52,20,12,9.53,61.31,94.86762427,1,0,0
85,5,1,9.53,61.31,94.86762427,1,4,0
3,36,17,9.53,61.31,94.86762427,0,0,1
41,23,2,9.53,61.31,94.86762427,0,3,0
61,39,20,9.53,61.31,94.86762427,3,2,0
44,27,90,9.53,61.31,94.86762427,1,1,0
44,39,101,9.53,61.31,94.86762427,0,3,0
40,1,3,9.53,61.31,94.86762427,1,0,0
86,33,12,9.53,61.31,94.86762427,1,0,0
49,33,5,9.53,61.31,94.86762427,3,0,0
53,19,71,9.53,61.31,94.86762427,2,0,0
71,2,104,9.53,61.31,94.86762427,3,1,0
14,33,48,9.53,61.31,94.86762427,0,4,1
58,28,14,9.53,61.31,94.86762427,3,2,0
54,26,97,9.53,61.31,94.86762427,3,1,0
34,5,75,9.53,61.31,94.86762427,1,0,0
41,39,50,9.53,61.31,94.86762427,3,1,0
2,20,65,9.53,61.31,94.86762427,0,3,0
47,23,37,9.53,61.31,94.86762427,2,0,0
29,21,81,9.53,61.31,94.86762427,3,2,1
27,29,80,9.53,61.31,94.86762427,3,0,1
46,38,34,9.53,61.31,94.86762427,2,2,0
87,2,49,9.53,61.31,94.86762427,0,2,0
49,21,11,9.53,61.31,94.86762427,0,4,0
82,1,26,9.53,61.31,94.86762427,3,4,0
38,14,30,9.53,61.31,94.86762427,1,1,0
69,10,68,9.53,61.31,94.86762427,3,1,0
77,25,22,9.53,61.31,94.86762427,2,2,0
19,19,6,9.53,61.31,94.86762427,2,0,0
42,28,18,9.53,61.31,94.86762427,2,3,0
18,12,103,9.53,61.31,94.86762427,3,3,0
90,19,20,9.53,61.31,94.86762427,3,0,0
80,33,46,9.53,61.31,94.86762427,0,0,0
49,3,29,9.53,61.31,94.86762427,1,4,0
8,18,99,9.53,61.31,94.86762427,3,3,0
12,40,14,9.53,61.31,94.86762427,0,2,1
32,17,54,9.53,61.31,94.86762427,3,1,0
24,11,93,9.53,61.31,94.86762427,0,4,0
18,38,16,9.53,61.31,94.86762427,0,3,1
56,42,41,9.53,61.31,94.86762427,1,0,0
12,0,1,9.53,61.31,94.86762427,3,3,0
50,39,95,9.53,61.31,94.86762427,0,2,0
70,41,50,9.53,61.31,94.86762427,2,4,0
71,12,74,9.53,61.31,94.86762427,2,0,0
61,3,5,9.53,61.31,94.86762427,2,2,0
75,1,90,9.53,61.31,94.86762427,1,1,0
25,7,7,9.53,61.31,94.86762427,0,4,0
85,1,7,9.53,61.31,94.86762427,1,2,0
54,30,4,9.53,61.31,94.86762427,3,2,0
6,2,40,9.53,61.31,94.86762427,3,0,0
7,25,89,9.53,61.31,94.86762427,0,1,1
87,27,75,9.53,61.31,94.86762427,2,2,0
27,33,53,9.53,61.31,94.86762427,0,4,1
49,16,48,9.53,61.31,94.86762427,0,2,0
19,12,70,9.53,61.31,94.86762427,0,3,0
68,32,35,9.53,61.31,94.86762427,1,4,0
13,37,58,9.53,61.31,94.86762427,0,2,1
6,34,31,9.53,61.31,94.86762427,0,0,1
15,11,38,9.53,61.31,94.86762427,0,4,0
81,23,97,9.53,61.31,94.86762427,1,3,0
26,36,11,9.53,61.31,94.86762427,1,0,1
29,35,2,9.53,61.31,94.86762427,1,0,1
23,37,26,9.53,61.31,94.86762427,0,0,1
57,26,18,9.53,61.31,94.86762427,2,4,0
74,6,16,9.53,61.31,94.86762427,2,0,0
69,17,35,9.53,61.31,94.86762427,2,2,0
41,41,56,9.53,61.31,94.86762427,3,0,0
16,1,66,9.53,61.31,94.86762427,0,3,0
33,20,79,9.53,61.31,94.86762427,2,1,0
50,27,79,9.53,61.31,94.86762427,2,3,0
10,23,84,9.53,61.31,94.86762427,2,4,1
28,19,51,9.53,61.31,94.86762427,0,0,0
48,28,30,9.53,61.31,94.86762427,2,0,0
35,15,38,9.53,61.31,94.86762427,2,2,0
7,15,73,9.53,61.31,94.86762427,0,0,0
41,19,19,9.53,61.31,94.86762427,3,3,0
9,42,2,9.53,61.31,94.86762427,1,4,1
48,15,45,9.53,61.31,94.86762427,2,1,0
41,30,95,9.53,61.31,94.86762427,1,0,0
89,14,33,9.53,61.31,94.86762427,3,1,0
70,7,73,9.53,61.31,94.86762427,3,0,0
33,25,58,9.53,61.31,94.86762427,2,4,1
20,11,14,9.53,61.31,94.86762427,0,3,0
26,19,28,9.53,61.31,94.86762427,3,4,0
71,34,28,9.53,61.31,94.86762427,1,1,0
40,36,74,9.53,61.31,94.86762427,1,0,0
12,43,14,9.53,61.31,94.86762427,1,1,1
70,44,65,9.53,61.31,94.86762427,1,3,0
35,15,10,9.53,61.31,94.86762427,3,4,0
8,25,78,9.53,61.31,94.86762427,2,1,1
66,12,72,9.53,61.31,94.86762427,2,1,0
62,3,105,9.53,61.31,94.86762427,1,3,0
87,4,13,9.53,61.31,94.86762427,2,0,0
9,25,55,9.53,61.31,94.86762427,1,1,1
48,24,56,9.53,61.31,94.86762427,1,3,0
28,11,24,9.53,61.31,94.86762427,0,0,0
8,40,64,9.53,61.31,94.86762427,3,0,1
79,7,99,9.53,61.31,94.86762427,3,4,0
22,7,103,9.53,61.31,94.86762427,1,3,0
67,45,77,9.53,61.31,94.86762427,3,0,0
2,35,20,9.53,61.31,94.86762427,2,4,1
30,3,69,9.53,61.31,94.86762427,1,2,0
87,21,90,9.53,61.31,94.86762427,0,3,0
21,5,27,9.53,61.31,94.86762427,2,2,0
2,39,54,9.53,61.31,94.86762427,0,0,1
68,22,79,9.53,61.31,94.86762427,0,3,0
18,8,73,9.53,61.31,94.86762427,3,4,0
17,4,101,9.53,61.31,94.86762427,3,0,0
61,15,89,9.53,61.31,94.86762427,1,3,0
55,17,31,9.53,61.31,94.86762427,3,3,0
51,32,77,9.53,61.31,94.86762427,0,2,0
47,8,39,9.53,61.31,94.86762427,0,0,0
21,12,36,9.53,61.31,94.86762427,2,4,0
11,16,102,9.53,61.31,94.86762427,0,4,0
55,28,96,9.53,61.31,94.86762427,1,0,0
56,40,64,9.53,61.31,94.86762427,1,0,0
44,23,65,9.53,61.31,94.86762427,3,1,0
29,44,71,9.53,61.31,94.86762427,3,2,1
87,18,64,9.53,61.31,94.86762427,3,0,0
72,45,81,9.53,61.31,94.86762427,1,0,0
58,23,88,9.53,61.31,94.86762427,0,1,0
16,19,65,9.53,61.31,94.86762427,3,1,0
77,11,47,9.53,61.31,94.86762427,2,3,0
54,33,47,9.53,61.31,94.86762427,3,4,0
78,30,38,9.53,61.31,94.86762427,1,2,0
33,3,3,9.53,61.31,94.86762427,3,3,0
17,19,86,9.53,61.31,94.86762427,0,0,0
45,1,60,9.53,61.31,94.86762427,3,1,0
74,13,4,9.53,61.31,94.86762427,1,4,0
57,11,61,9.53,61.31,94.86762427,1,3,0
62,42,44,9.53,61.31,94.86762427,2,4,0
14,37,96,9.53,61.31,94.86762427,1,1,1
17,21,13,9.53,61.31,94.86762427,2,3,1
12,43,53,9.53,61.31,94.86762427,0,3,1
72,6,91,9.53,61.31,94.86762427,1,4,0
5,34,68,9.53,61.31,94.86762427,3,1,1
17,28,105,9.53,61.31,94.86762427,0,0,1
3,9,90,9.53,61.31,94.86762427,3,3,0
42,11,72,9.53,61.31,94.86762427,3,0,0
33,0,23,9.53,61.31,94.86762427,3,1,0
46,5,45,9.53,61.31,94.86762427,0,3,0
81,25,46,9.53,61.31,94.86762427,0,3,0
33,1,68,9.53,61.31,94.86762427,1,0,0
41,36,64,9.53,61.31,94.86762427,3,2,0
52,24,105,9.53,61.31,94.86762427,2,0,0
9,1,35,9.53,61.31,94.86762427,1,0,0
87,28,67,9.53,61.31,94.86762427,0,2,0
31,39,65,9.53,61.31,94.86762427,2,1,1
1,35,81,9.53,61.31,94.86762427,0,1,1
29,5,81,9.53,61.31,94.86762427,2,3,0
73,20,39,9.53,61.31,94.86762427,1,4,0
5,9,24,9.53,61.31,94.86762427,2,4,0
90,39,90,9.53,61.31,94.86762427,1,3,0
36,10,94,9.53,61.31,94.86762427,0,4,0
16,38,95,9.53,61.31,94.86762427,2,0,1
58,2,45,9.53,61.31,94.86762427,3,0,0
83,40,82,9.53,61.31,94.86762427,3,2,0
65,42,94,9.53,61.31,94.86762427,0,2,0
3,39,6,9.53,61.31,94.86762427,2,3,1
30,45,91,9.53,61.31,94.86762427,3,3,1
83,1,62,9.53,61.31,94.86762427,1,3,0
89,41,79,9.53,61.31,94.86762427,2,0,0
68,24,60,9.53,61.31,94.86762427,2,4,0
77,7,83,9.53,61.31,94.86762427,3,3,0
21,42,107,9.53,61.31,94.86762427,1,3,1
46,21,91,9.53,61.31,94.86762427,1,0,0
53,9,50,9.53,61.31,94.86762427,1,0,0
33,15,40,9.53,61.31,94.86762427,2,0,0
89,18,76,9.53,61.31,94.86762427,0,4,0
2,36,61,9.53,61.31,94.86762427,2,3,1
59,29,40,9.53,61.31,94.86762427,2,1,0
43,34,98,9.53,61.31,94.86762427,3,1,0
60,22,51,9.53,61.31,94.86762427,0,3,0
58,33,61,9.53,61.31,94.86762427,1,3,0
20,40,72,9.53,61.31,94.86762427,3,3,1
26,18,31,9.53,61.31,94.86762427,2,3,0
1,28,42,9.53,61.31,94.86762427,0,4,1
60,21,45,9.53,61.31,94.86762427,1,1,0
75,35,84,9.53,61.31,94.86762427,1,2,0
74,8,28,9.53,61.31,94.86762427,2,1,0
67,7,23,9.53,61.31,94.86762427,1,1,0
59,20,61,9.53,61.31,94.86762427,1,0,0
12,3,89,9.53,61.31,94.86762427,0,3,0
89,1,9,9.53,61.31,94.86762427,3,3,0
40,45,27,9.53,61.31,94.86762427,0,3,0
85,8,42,9.53,61.31,94.86762427,3,0,0
71,14,0,9.53,61.31,94.86762427,3,4,0
84,28,83,9.53,61.31,94.86762427,3,4,0
59,9,91,9.53,61.31,94.86762427,1,2,0
53,17,49,9.53,61.31,94.86762427,0,4,0
83,10,100,9.53,61.31,94.86762427,1,4,0
79,32,30,9.53,61.31,94.86762427,2,3,0
83,43,20,9.53,61.31,94.86762427,0,1,0
87,42,11,9.53,61.31,94.86762427,3,4,0
55,20,68,9.53,61.31,94.86762427,1,4,0
65,17,2,9.53,61.31,94.86762427,1,0,0
65,26,4,9.53,61.31,94.86762427,0,2,0
74,45,74,9.53,61.31,94.86762427,0,0,0
30,34,83,9.53,61.31,94.86762427,3,3,1
31,21,72,9.53,61.31,94.86762427,3,1,1
12,18,70,9.53,61.31,94.86762427,2,2,0
39,37,77,9.53,61.31,94.86762427,3,0,1
90,44,20,9.53,61.31,94.86762427,1,4,0
28,13,30,9.53,61.31,94.86762427,2,4,0
9,32,36,9.53,61.31,94.86762427,2,2,1
79,20,100,9.53,61.31,94.86762427,2,4,0
64,9,79,9.53,61.31,94.86762427,0,0,0
57,32,98,9.53,61.31,94.86762427,3,0,0
60,35,78,9.53,61.31,94.86762427,2,4,0
3,44,110,9.53,61.31,94.86762427,0,4,1
7,0,30,9.53,61.31,94.86762427,0,3,0
83,30,30,9.53,61.31,94.86762427,2,1,0
2,33,71,9.53,61.31,94.86762427,2,2,1
44,40,5,9.53,61.31,94.86762427,1,0,0
39,20,17,9.53,61.31,94.86762427,2,2,0
30,15,49,9.53,61.31,94.86762427,1,3,0
32,45,73,9.53,61.31,94.86762427,2,0,1
81,34,9,9.53,61.31,94.86762427,2,3,0
63,32,79,9.53,61.31,94.86762427,3,3,0
87,42,63,9.53,61.31,94.86762427,2,4,0
76,7,100,9.53,61.31,94.86762427,2,2,0
78,24,64,9.53,61.31,94.86762427,1,2,0
15,7,110,9.53,61.31,94.86762427,1,4,0
77,30,42,9.53,61.31,94.86762427,3,2,0
12,30,58,9.53,61.31,94.86762427,2,4,1
47,15,38,9.53,61.31,94.86762427,2,0,0
